start_time,price,settlement_period,delivery_date,volume
2023-12-29 12:30:00+00:00,74.0,26,2023-12-29,414.7
2023-12-29 13:00:00+00:00,75.3,27,2023-12-29,423.6
2023-12-29 13:30:00+00:00,68.5,28,2023-12-29,393.25
2023-12-29 14:00:00+00:00,74.0,29,2023-12-29,423.9
2023-12-29 14:30:00+00:00,70.0,30,2023-12-29,421.65
2023-12-29 15:00:00+00:00,66.1,31,2023-12-29,514.95
2023-12-29 15:30:00+00:00,78.7,32,2023-12-29,668.3
2023-12-29 16:00:00+00:00,81.6,33,2023-12-29,717.65
2023-12-29 16:30:00+00:00,97.9,34,2023-12-29,859.9
2023-12-29 17:00:00+00:00,97.7,35,2023-12-29,896.5
2023-12-29 17:30:00+00:00,98.35,36,2023-12-29,920.5
2023-12-29 18:00:00+00:00,96.0,37,2023-12-29,953.1
2023-12-29 18:30:00+00:00,89.2,38,2023-12-29,852.0
2023-12-29 19:00:00+00:00,100.8,39,2023-12-29,902.25
2023-12-29 19:30:00+00:00,70.0,40,2023-12-29,811.5
2023-12-29 20:00:00+00:00,81.0,41,2023-12-29,756.2
2023-12-29 20:30:00+00:00,64.0,42,2023-12-29,617.15
2023-12-29 21:00:00+00:00,85.9,43,2023-12-29,677.45
2023-12-29 21:30:00+00:00,44.6,44,2023-12-29,561.65
2023-12-29 22:00:00+00:00,53.8,45,2023-12-29,661.9
2023-12-29 22:30:00+00:00,22.0,46,2023-12-29,629.85
2023-12-29 23:00:00+00:00,57.8,47,2023-12-30,420.6
2023-12-29 23:30:00+00:00,41.3,48,2023-12-30,453.65
2023-12-30 00:00:00+00:00,42.0,1,2023-12-30,383.4
2023-12-30 00:30:00+00:00,58.0,2,2023-12-30,376.3
2023-12-30 01:00:00+00:00,58.0,3,2023-12-30,350.4
2023-12-30 01:30:00+00:00,48.0,4,2023-12-30,332.25
2023-12-30 02:00:00+00:00,49.3,5,2023-12-30,315.9
2023-12-30 02:30:00+00:00,49.3,6,2023-12-30,334.95
2023-12-30 03:00:00+00:00,48.8,7,2023-12-30,289.55
2023-12-30 03:30:00+00:00,46.6,8,2023-12-30,275.65
2023-12-30 04:00:00+00:00,43.0,9,2023-12-30,366.4
2023-12-30 04:30:00+00:00,43.3,10,2023-12-30,362.65
2023-12-30 05:00:00+00:00,47.5,11,2023-12-30,474.1
2023-12-30 05:30:00+00:00,55.0,12,2023-12-30,382.5
2023-12-30 06:00:00+00:00,55.0,13,2023-12-30,498.1
2023-12-30 06:30:00+00:00,55.0,14,2023-12-30,306.15
2023-12-30 07:00:00+00:00,77.95,15,2023-12-30,601.5
2023-12-30 07:30:00+00:00,78.1,16,2023-12-30,581.85
2023-12-30 08:00:00+00:00,67.6,17,2023-12-30,513.5
2023-12-30 08:30:00+00:00,96.7,18,2023-12-30,490.1
2023-12-30 09:00:00+00:00,96.6,19,2023-12-30,556.1
2023-12-30 09:30:00+00:00,89.4,20,2023-12-30,656.5
2023-12-30 10:00:00+00:00,97.2,21,2023-12-30,668.65
2023-12-30 10:30:00+00:00,97.0,22,2023-12-30,647.1
2023-12-30 11:00:00+00:00,82.45,23,2023-12-30,501.45
2023-12-30 11:30:00+00:00,84.0,24,2023-12-30,427.25
2023-12-30 12:00:00+00:00,73.7,25,2023-12-30,590.2
2023-12-30 12:30:00+00:00,68.3,26,2023-12-30,645.35
2023-12-30 13:00:00+00:00,65.1,27,2023-12-30,637.35
2023-12-30 13:30:00+00:00,54.87,28,2023-12-30,664.1
2023-12-30 14:00:00+00:00,57.0,29,2023-12-30,695.2
2023-12-30 14:30:00+00:00,49.6,30,2023-12-30,575.75
2023-12-30 15:00:00+00:00,51.0,31,2023-12-30,717.6
2023-12-30 15:30:00+00:00,60.0,32,2023-12-30,721.65
2023-12-30 16:00:00+00:00,64.3,33,2023-12-30,687.55
2023-12-30 16:30:00+00:00,88.0,34,2023-12-30,797.85
2023-12-30 17:00:00+00:00,97.5,35,2023-12-30,713.1
2023-12-30 17:30:00+00:00,83.2,36,2023-12-30,846.45
2023-12-30 18:00:00+00:00,86.4,37,2023-12-30,867.8
2023-12-30 18:30:00+00:00,86.4,38,2023-12-30,783.35
2023-12-30 19:00:00+00:00,87.52,39,2023-12-30,801.9
2023-12-30 19:30:00+00:00,77.8,40,2023-12-30,780.0
2023-12-30 20:00:00+00:00,75.0,41,2023-12-30,779.65
2023-12-30 20:30:00+00:00,76.8,42,2023-12-30,526.95
2023-12-30 21:00:00+00:00,66.0,43,2023-12-30,509.85
2023-12-30 21:30:00+00:00,50.4,44,2023-12-30,404.45
2023-12-30 22:00:00+00:00,38.4,45,2023-12-30,566.4
2023-12-30 22:30:00+00:00,25.2,46,2023-12-30,485.15
2023-12-30 23:00:00+00:00,27.7,47,2023-12-31,429.0
2023-12-30 23:30:00+00:00,24.0,48,2023-12-31,454.7
2023-12-31 00:00:00+00:00,32.0,1,2023-12-31,305.6
2023-12-31 00:30:00+00:00,51.2,2,2023-12-31,285.95
2023-12-31 01:00:00+00:00,46.1,3,2023-12-31,296.55
2023-12-31 01:30:00+00:00,39.7,4,2023-12-31,306.6
2023-12-31 02:00:00+00:00,37.0,5,2023-12-31,319.9
2023-12-31 02:30:00+00:00,29.3,6,2023-12-31,304.85
2023-12-31 03:00:00+00:00,31.3,7,2023-12-31,311.75
2023-12-31 03:30:00+00:00,25.6,8,2023-12-31,319.95
2023-12-31 04:00:00+00:00,22.0,9,2023-12-31,283.15
2023-12-31 04:30:00+00:00,19.1,10,2023-12-31,327.2
2023-12-31 05:00:00+00:00,18.2,11,2023-12-31,378.95
2023-12-31 05:30:00+00:00,18.2,12,2023-12-31,428.45
2023-12-31 06:00:00+00:00,21.9,13,2023-12-31,374.6
2023-12-31 06:30:00+00:00,28.0,14,2023-12-31,435.7
2023-12-31 07:00:00+00:00,25.0,15,2023-12-31,544.75
2023-12-31 07:30:00+00:00,20.0,16,2023-12-31,403.45
2023-12-31 08:00:00+00:00,40.0,17,2023-12-31,410.65
2023-12-31 08:30:00+00:00,65.9,18,2023-12-31,518.75
2023-12-31 09:00:00+00:00,71.8,19,2023-12-31,397.0
2023-12-31 09:30:00+00:00,70.2,20,2023-12-31,468.05
2023-12-31 10:00:00+00:00,67.2,21,2023-12-31,361.75
2023-12-31 10:30:00+00:00,72.0,22,2023-12-31,473.6
2023-12-31 11:00:00+00:00,75.1,23,2023-12-31,345.85
2023-12-31 11:30:00+00:00,81.6,24,2023-12-31,369.8
2023-12-31 12:00:00+00:00,86.0,25,2023-12-31,331.7
2023-12-31 12:30:00+00:00,80.4,26,2023-12-31,463.75
2023-12-31 13:00:00+00:00,79.8,27,2023-12-31,494.1
2023-12-31 13:30:00+00:00,85.3,28,2023-12-31,495.8
2023-12-31 14:00:00+00:00,74.0,29,2023-12-31,517.1
2023-12-31 14:30:00+00:00,72.4,30,2023-12-31,466.15
2023-12-31 15:00:00+00:00,68.5,31,2023-12-31,595.7
2023-12-31 15:30:00+00:00,77.7,32,2023-12-31,647.85
2023-12-31 16:00:00+00:00,97.0,33,2023-12-31,543.45
2023-12-31 16:30:00+00:00,107.2,34,2023-12-31,718.0
2023-12-31 17:00:00+00:00,96.4,35,2023-12-31,625.5
2023-12-31 17:30:00+00:00,90.0,36,2023-12-31,652.55
2023-12-31 18:00:00+00:00,95.7,37,2023-12-31,675.1
2023-12-31 18:30:00+00:00,97.5,38,2023-12-31,502.75
2023-12-31 19:00:00+00:00,91.0,39,2023-12-31,568.0
2023-12-31 19:30:00+00:00,81.6,40,2023-12-31,555.0
2023-12-31 20:00:00+00:00,78.3,41,2023-12-31,510.0
2023-12-31 20:30:00+00:00,74.1,42,2023-12-31,342.85
2023-12-31 21:00:00+00:00,77.0,43,2023-12-31,511.6
2023-12-31 21:30:00+00:00,72.0,44,2023-12-31,341.15
2023-12-31 22:00:00+00:00,63.2,45,2023-12-31,423.25
2023-12-31 22:30:00+00:00,46.0,46,2023-12-31,425.2
2023-12-31 23:00:00+00:00,43.0,47,2024-01-01,312.85
2023-12-31 23:30:00+00:00,24.8,48,2024-01-01,293.8
2024-01-01 00:00:00+00:00,36.1,1,2024-01-01,273.15
2024-01-01 00:30:00+00:00,52.0,2,2024-01-01,315.15
2024-01-01 01:00:00+00:00,69.8,3,2024-01-01,347.9
2024-01-01 01:30:00+00:00,35.1,4,2024-01-01,270.2
2024-01-01 02:00:00+00:00,31.2,5,2024-01-01,265.0
2024-01-01 02:30:00+00:00,20.0,6,2024-01-01,306.25
2024-01-01 03:00:00+00:00,24.8,7,2024-01-01,366.7
2024-01-01 03:30:00+00:00,11.2,8,2024-01-01,391.0
2024-01-01 04:00:00+00:00,11.0,9,2024-01-01,394.6
2024-01-01 04:30:00+00:00,-11.6,10,2024-01-01,379.35
2024-01-01 05:00:00+00:00,10.0,11,2024-01-01,363.45
2024-01-01 05:30:00+00:00,1.0,12,2024-01-01,330.75
2024-01-01 06:00:00+00:00,1.0,13,2024-01-01,422.4
2024-01-01 06:30:00+00:00,9.0,14,2024-01-01,372.65
2024-01-01 07:00:00+00:00,25.0,15,2024-01-01,532.4
2024-01-01 07:30:00+00:00,28.8,16,2024-01-01,452.75
2024-01-01 08:00:00+00:00,28.0,17,2024-01-01,482.25
2024-01-01 08:30:00+00:00,52.0,18,2024-01-01,473.55
2024-01-01 09:00:00+00:00,48.0,19,2024-01-01,456.4
2024-01-01 09:30:00+00:00,68.0,20,2024-01-01,568.55
2024-01-01 10:00:00+00:00,48.0,21,2024-01-01,509.7
2024-01-01 10:30:00+00:00,60.0,22,2024-01-01,593.7
2024-01-01 11:00:00+00:00,71.0,23,2024-01-01,868.3
2024-01-01 11:30:00+00:00,71.2,24,2024-01-01,672.3
2024-01-01 12:00:00+00:00,55.0,25,2024-01-01,543.75
2024-01-01 12:30:00+00:00,62.0,26,2024-01-01,454.45
2024-01-01 13:00:00+00:00,75.3,27,2024-01-01,424.45
2024-01-01 13:30:00+00:00,80.0,28,2024-01-01,403.45
2024-01-01 14:00:00+00:00,68.8,29,2024-01-01,454.25
2024-01-01 14:30:00+00:00,74.0,30,2024-01-01,484.3
2024-01-01 15:00:00+00:00,60.0,31,2024-01-01,442.35
2024-01-01 15:30:00+00:00,80.0,32,2024-01-01,651.3
2024-01-01 16:00:00+00:00,84.8,33,2024-01-01,410.7
2024-01-01 16:30:00+00:00,96.0,34,2024-01-01,516.7
2024-01-01 17:00:00+00:00,96.0,35,2024-01-01,531.75
2024-01-01 17:30:00+00:00,86.0,36,2024-01-01,561.7
2024-01-01 18:00:00+00:00,88.0,37,2024-01-01,471.6
2024-01-01 18:30:00+00:00,61.4,38,2024-01-01,438.65
2024-01-01 19:00:00+00:00,72.0,39,2024-01-01,369.45
2024-01-01 19:30:00+00:00,47.1,40,2024-01-01,413.15
2024-01-01 20:00:00+00:00,52.0,41,2024-01-01,399.2
2024-01-01 20:30:00+00:00,60.0,42,2024-01-01,568.55
2024-01-01 21:00:00+00:00,72.0,43,2024-01-01,592.15
2024-01-01 21:30:00+00:00,45.8,44,2024-01-01,645.7
2024-01-01 22:00:00+00:00,51.2,45,2024-01-01,598.25
2024-01-01 22:30:00+00:00,9.6,46,2024-01-01,613.25
2024-01-01 23:00:00+00:00,14.4,47,2024-01-02,330.7
2024-01-01 23:30:00+00:00,7.0,48,2024-01-02,437.1
2024-01-02 00:00:00+00:00,-9.2,1,2024-01-02,402.5
2024-01-02 00:30:00+00:00,19.6,2,2024-01-02,320.2
2024-01-02 01:00:00+00:00,7.0,3,2024-01-02,350.7
2024-01-02 01:30:00+00:00,-6.9,4,2024-01-02,483.45
2024-01-02 02:00:00+00:00,11.4,5,2024-01-02,330.8
2024-01-02 02:30:00+00:00,4.0,6,2024-01-02,366.95
2024-01-02 03:00:00+00:00,12.1,7,2024-01-02,378.15
2024-01-02 03:30:00+00:00,-2.5,8,2024-01-02,397.1
2024-01-02 04:00:00+00:00,15.0,9,2024-01-02,398.2
2024-01-02 04:30:00+00:00,19.0,10,2024-01-02,372.2
2024-01-02 05:00:00+00:00,5.0,11,2024-01-02,468.5
2024-01-02 05:30:00+00:00,28.0,12,2024-01-02,389.0
2024-01-02 06:00:00+00:00,35.0,13,2024-01-02,515.35
2024-01-02 06:30:00+00:00,63.0,14,2024-01-02,670.9
2024-01-02 07:00:00+00:00,55.0,15,2024-01-02,949.45
2024-01-02 07:30:00+00:00,73.6,16,2024-01-02,794.4
2024-01-02 08:00:00+00:00,64.0,17,2024-01-02,947.85
2024-01-02 08:30:00+00:00,85.0,18,2024-01-02,825.6
2024-01-02 09:00:00+00:00,82.8,19,2024-01-02,983.65
2024-01-02 09:30:00+00:00,81.4,20,2024-01-02,660.7
2024-01-02 10:00:00+00:00,67.4,21,2024-01-02,591.7
2024-01-02 10:30:00+00:00,80.75,22,2024-01-02,641.95
2024-01-02 11:00:00+00:00,83.2,23,2024-01-02,544.2
2024-01-02 11:30:00+00:00,93.8,24,2024-01-02,654.8
2024-01-02 12:00:00+00:00,86.6,25,2024-01-02,675.35
2024-01-02 12:30:00+00:00,85.0,26,2024-01-02,682.55
2024-01-02 13:00:00+00:00,92.0,27,2024-01-02,709.55
2024-01-02 13:30:00+00:00,85.3,28,2024-01-02,689.75
2024-01-02 14:00:00+00:00,85.0,29,2024-01-02,623.5
2024-01-02 14:30:00+00:00,79.4,30,2024-01-02,671.05
2024-01-02 15:00:00+00:00,72.4,31,2024-01-02,706.4
2024-01-02 15:30:00+00:00,75.0,32,2024-01-02,717.15
2024-01-02 16:00:00+00:00,75.0,33,2024-01-02,724.95
2024-01-02 16:30:00+00:00,91.1,34,2024-01-02,948.7
2024-01-02 17:00:00+00:00,77.0,35,2024-01-02,685.65
2024-01-02 17:30:00+00:00,72.0,36,2024-01-02,716.55
2024-01-02 18:00:00+00:00,75.0,37,2024-01-02,677.15
2024-01-02 18:30:00+00:00,67.38,38,2024-01-02,603.15
2024-01-02 19:00:00+00:00,75.7,39,2024-01-02,675.5
2024-01-02 19:30:00+00:00,65.0,40,2024-01-02,412.6
2024-01-02 20:00:00+00:00,79.9,41,2024-01-02,422.6
2024-01-02 20:30:00+00:00,63.9,42,2024-01-02,420.1
2024-01-02 21:00:00+00:00,75.7,43,2024-01-02,386.1
2024-01-02 21:30:00+00:00,55.0,44,2024-01-02,503.9
2024-01-02 22:00:00+00:00,63.0,45,2024-01-02,362.65
2024-01-02 22:30:00+00:00,47.0,46,2024-01-02,562.25
2024-01-02 23:00:00+00:00,78.0,47,2024-01-03,585.9
2024-01-02 23:30:00+00:00,64.0,48,2024-01-03,499.55
2024-01-03 00:00:00+00:00,68.0,1,2024-01-03,487.7
2024-01-03 00:30:00+00:00,86.0,2,2024-01-03,551.6
2024-01-03 01:00:00+00:00,82.3,3,2024-01-03,535.35
2024-01-03 01:30:00+00:00,71.0,4,2024-01-03,534.8
2024-01-03 02:00:00+00:00,73.7,5,2024-01-03,517.75
2024-01-03 02:30:00+00:00,69.7,6,2024-01-03,482.85
2024-01-03 03:00:00+00:00,74.0,7,2024-01-03,570.15
2024-01-03 03:30:00+00:00,71.8,8,2024-01-03,576.65
2024-01-03 04:00:00+00:00,66.5,9,2024-01-03,543.2
2024-01-03 04:30:00+00:00,66.0,10,2024-01-03,569.35
2024-01-03 05:00:00+00:00,73.4,11,2024-01-03,748.8
2024-01-03 05:30:00+00:00,75.0,12,2024-01-03,676.1
2024-01-03 06:00:00+00:00,76.0,13,2024-01-03,827.75
2024-01-03 06:30:00+00:00,72.6,14,2024-01-03,1001.2
2024-01-03 07:00:00+00:00,76.8,15,2024-01-03,789.1
2024-01-03 07:30:00+00:00,75.0,16,2024-01-03,834.3
2024-01-03 08:00:00+00:00,76.05,17,2024-01-03,705.0
2024-01-03 08:30:00+00:00,76.0,18,2024-01-03,744.95
2024-01-03 09:00:00+00:00,77.3,19,2024-01-03,545.3
2024-01-03 09:30:00+00:00,76.8,20,2024-01-03,584.9
2024-01-03 10:00:00+00:00,78.0,21,2024-01-03,506.3
2024-01-03 10:30:00+00:00,75.8,22,2024-01-03,510.25
2024-01-03 11:00:00+00:00,78.0,23,2024-01-03,455.5
2024-01-03 11:30:00+00:00,80.0,24,2024-01-03,458.4
2024-01-03 12:00:00+00:00,79.9,25,2024-01-03,391.3
2024-01-03 12:30:00+00:00,79.66,26,2024-01-03,462.05
2024-01-03 13:00:00+00:00,84.0,27,2024-01-03,420.55
2024-01-03 13:30:00+00:00,74.0,28,2024-01-03,517.7
2024-01-03 14:00:00+00:00,75.0,29,2024-01-03,367.95
2024-01-03 14:30:00+00:00,78.0,30,2024-01-03,354.15
2024-01-03 15:00:00+00:00,72.0,31,2024-01-03,444.15
2024-01-03 15:30:00+00:00,87.0,32,2024-01-03,553.25
2024-01-03 16:00:00+00:00,84.8,33,2024-01-03,514.3
2024-01-03 16:30:00+00:00,105.6,34,2024-01-03,786.4
2024-01-03 17:00:00+00:00,93.9,35,2024-01-03,643.45
2024-01-03 17:30:00+00:00,95.6,36,2024-01-03,691.4
2024-01-03 18:00:00+00:00,88.0,37,2024-01-03,598.9
2024-01-03 18:30:00+00:00,81.5,38,2024-01-03,487.55
2024-01-03 19:00:00+00:00,84.8,39,2024-01-03,621.8
2024-01-03 19:30:00+00:00,78.5,40,2024-01-03,540.8
2024-01-03 20:00:00+00:00,76.0,41,2024-01-03,741.35
2024-01-03 20:30:00+00:00,74.7,42,2024-01-03,647.2
2024-01-03 21:00:00+00:00,76.4,43,2024-01-03,963.95
2024-01-03 21:30:00+00:00,76.05,44,2024-01-03,977.2
2024-01-03 22:00:00+00:00,76.1,45,2024-01-03,1025.9
2024-01-03 22:30:00+00:00,67.9,46,2024-01-03,727.65
2024-01-03 23:00:00+00:00,69.9,47,2024-01-04,606.55
2024-01-03 23:30:00+00:00,69.1,48,2024-01-04,559.2
2024-01-04 00:00:00+00:00,67.4,1,2024-01-04,438.95
2024-01-04 00:30:00+00:00,75.2,2,2024-01-04,411.7
2024-01-04 01:00:00+00:00,77.0,3,2024-01-04,407.15
2024-01-04 01:30:00+00:00,67.6,4,2024-01-04,435.25
2024-01-04 02:00:00+00:00,69.3,5,2024-01-04,447.0
2024-01-04 02:30:00+00:00,66.1,6,2024-01-04,428.45
2024-01-04 03:00:00+00:00,67.4,7,2024-01-04,460.35
2024-01-04 03:30:00+00:00,62.8,8,2024-01-04,456.55
2024-01-04 04:00:00+00:00,67.4,9,2024-01-04,570.25
2024-01-04 04:30:00+00:00,62.6,10,2024-01-04,518.3
2024-01-04 05:00:00+00:00,67.4,11,2024-01-04,557.4
2024-01-04 05:30:00+00:00,70.7,12,2024-01-04,485.25
2024-01-04 06:00:00+00:00,78.5,13,2024-01-04,865.05
2024-01-04 06:30:00+00:00,73.6,14,2024-01-04,1028.55
2024-01-04 07:00:00+00:00,77.0,15,2024-01-04,445.1
2024-01-04 07:30:00+00:00,80.0,16,2024-01-04,631.85
2024-01-04 08:00:00+00:00,79.5,17,2024-01-04,401.25
2024-01-04 08:30:00+00:00,91.0,18,2024-01-04,440.3
2024-01-04 09:00:00+00:00,91.0,19,2024-01-04,434.25
2024-01-04 09:30:00+00:00,94.0,20,2024-01-04,377.85
2024-01-04 10:00:00+00:00,88.0,21,2024-01-04,445.4
2024-01-04 10:30:00+00:00,90.9,22,2024-01-04,341.65
2024-01-04 11:00:00+00:00,77.3,23,2024-01-04,374.2
2024-01-04 11:30:00+00:00,80.4,24,2024-01-04,380.75
2024-01-04 12:00:00+00:00,80.0,25,2024-01-04,357.3
2024-01-04 12:30:00+00:00,79.7,26,2024-01-04,382.35
2024-01-04 13:00:00+00:00,88.4,27,2024-01-04,427.6
2024-01-04 13:30:00+00:00,82.0,28,2024-01-04,417.05
2024-01-04 14:00:00+00:00,92.6,29,2024-01-04,491.85
2024-01-04 14:30:00+00:00,92.8,30,2024-01-04,590.65
2024-01-04 15:00:00+00:00,85.0,31,2024-01-04,663.75
2024-01-04 15:30:00+00:00,100.2,32,2024-01-04,788.3
2024-01-04 16:00:00+00:00,102.0,33,2024-01-04,933.25
2024-01-04 16:30:00+00:00,120.0,34,2024-01-04,1281.45
2024-01-04 17:00:00+00:00,108.8,35,2024-01-04,1100.6
2024-01-04 17:30:00+00:00,111.9,36,2024-01-04,1036.85
2024-01-04 18:00:00+00:00,105.9,37,2024-01-04,903.5
2024-01-04 18:30:00+00:00,96.0,38,2024-01-04,738.35
2024-01-04 19:00:00+00:00,106.0,39,2024-01-04,828.15
2024-01-04 19:30:00+00:00,81.0,40,2024-01-04,818.25
2024-01-04 20:00:00+00:00,96.0,41,2024-01-04,718.3
2024-01-04 20:30:00+00:00,81.6,42,2024-01-04,661.0
2024-01-04 21:00:00+00:00,90.5,43,2024-01-04,686.2
2024-01-04 21:30:00+00:00,79.8,44,2024-01-04,635.2
2024-01-04 22:00:00+00:00,73.6,45,2024-01-04,642.4
2024-01-04 22:30:00+00:00,64.0,46,2024-01-04,437.9
2024-01-04 23:00:00+00:00,74.0,47,2024-01-05,593.95
2024-01-04 23:30:00+00:00,80.3,48,2024-01-05,364.0
2024-01-05 00:00:00+00:00,76.9,1,2024-01-05,293.25
2024-01-05 00:30:00+00:00,91.0,2,2024-01-05,322.05
2024-01-05 01:00:00+00:00,81.1,3,2024-01-05,221.8
2024-01-05 01:30:00+00:00,77.5,4,2024-01-05,307.9
2024-01-05 02:00:00+00:00,75.0,5,2024-01-05,385.5
2024-01-05 02:30:00+00:00,75.0,6,2024-01-05,465.5
2024-01-05 03:00:00+00:00,73.0,7,2024-01-05,480.0
2024-01-05 03:30:00+00:00,70.3,8,2024-01-05,436.55
2024-01-05 04:00:00+00:00,72.5,9,2024-01-05,397.25
2024-01-05 04:30:00+00:00,70.4,10,2024-01-05,295.2
2024-01-05 05:00:00+00:00,74.5,11,2024-01-05,420.65
2024-01-05 05:30:00+00:00,71.5,12,2024-01-05,308.4
2024-01-05 06:00:00+00:00,83.7,13,2024-01-05,522.85
2024-01-05 06:30:00+00:00,75.1,14,2024-01-05,953.2
2024-01-05 07:00:00+00:00,73.12,15,2024-01-05,592.3
2024-01-05 07:30:00+00:00,92.7,16,2024-01-05,566.65
2024-01-05 08:00:00+00:00,87.3,17,2024-01-05,562.6
2024-01-05 08:30:00+00:00,99.8,18,2024-01-05,592.8
2024-01-05 09:00:00+00:00,94.0,19,2024-01-05,454.65
2024-01-05 09:30:00+00:00,90.0,20,2024-01-05,454.15
2024-01-05 10:00:00+00:00,94.4,21,2024-01-05,443.35
2024-01-05 10:30:00+00:00,88.97,22,2024-01-05,413.35
2024-01-05 11:00:00+00:00,83.0,23,2024-01-05,394.3
2024-01-05 11:30:00+00:00,83.0,24,2024-01-05,396.5
2024-01-05 12:00:00+00:00,82.4,25,2024-01-05,399.65
2024-01-05 12:30:00+00:00,80.9,26,2024-01-05,363.4
2024-01-05 13:00:00+00:00,83.2,27,2024-01-05,349.85
2024-01-05 13:30:00+00:00,83.0,28,2024-01-05,342.45
2024-01-05 14:00:00+00:00,89.8,29,2024-01-05,310.85
2024-01-05 14:30:00+00:00,87.1,30,2024-01-05,317.75
2024-01-05 15:00:00+00:00,86.0,31,2024-01-05,397.45
2024-01-05 15:30:00+00:00,94.87,32,2024-01-05,451.65
2024-01-05 16:00:00+00:00,80.7,33,2024-01-05,637.05
2024-01-05 16:30:00+00:00,105.0,34,2024-01-05,795.65
2024-01-05 17:00:00+00:00,96.8,35,2024-01-05,616.15
2024-01-05 17:30:00+00:00,102.2,36,2024-01-05,554.45
2024-01-05 18:00:00+00:00,100.0,37,2024-01-05,488.0
2024-01-05 18:30:00+00:00,90.7,38,2024-01-05,497.75
2024-01-05 19:00:00+00:00,94.9,39,2024-01-05,552.0
2024-01-05 19:30:00+00:00,83.1,40,2024-01-05,553.9
2024-01-05 20:00:00+00:00,84.3,41,2024-01-05,557.25
2024-01-05 20:30:00+00:00,84.5,42,2024-01-05,438.2
2024-01-05 21:00:00+00:00,85.0,43,2024-01-05,665.2
2024-01-05 21:30:00+00:00,85.0,44,2024-01-05,522.8
2024-01-05 22:00:00+00:00,85.0,45,2024-01-05,655.8
2024-01-05 22:30:00+00:00,70.8,46,2024-01-05,527.3
2024-01-05 23:00:00+00:00,75.0,47,2024-01-06,570.25
2024-01-05 23:30:00+00:00,83.0,48,2024-01-06,329.35
2024-01-06 00:00:00+00:00,85.5,1,2024-01-06,228.95
2024-01-06 00:30:00+00:00,108.4,2,2024-01-06,335.95
2024-01-06 01:00:00+00:00,95.0,3,2024-01-06,248.4
2024-01-06 01:30:00+00:00,79.0,4,2024-01-06,254.65
2024-01-06 02:00:00+00:00,77.4,5,2024-01-06,361.15
2024-01-06 02:30:00+00:00,77.1,6,2024-01-06,263.8
2024-01-06 03:00:00+00:00,73.6,7,2024-01-06,419.05
2024-01-06 03:30:00+00:00,73.6,8,2024-01-06,381.2
2024-01-06 04:00:00+00:00,73.6,9,2024-01-06,386.05
2024-01-06 04:30:00+00:00,73.6,10,2024-01-06,303.15
2024-01-06 05:00:00+00:00,73.6,11,2024-01-06,361.0
2024-01-06 05:30:00+00:00,73.3,12,2024-01-06,356.65
2024-01-06 06:00:00+00:00,74.9,13,2024-01-06,615.1
2024-01-06 06:30:00+00:00,73.6,14,2024-01-06,682.1
2024-01-06 07:00:00+00:00,79.0,15,2024-01-06,260.0
2024-01-06 07:30:00+00:00,84.8,16,2024-01-06,334.65
2024-01-06 08:00:00+00:00,81.0,17,2024-01-06,375.4
2024-01-06 08:30:00+00:00,85.5,18,2024-01-06,384.3
2024-01-06 09:00:00+00:00,80.7,19,2024-01-06,420.6
2024-01-06 09:30:00+00:00,89.4,20,2024-01-06,289.45
2024-01-06 10:00:00+00:00,88.0,21,2024-01-06,317.85
2024-01-06 10:30:00+00:00,87.0,22,2024-01-06,319.7
2024-01-06 11:00:00+00:00,86.8,23,2024-01-06,313.2
2024-01-06 11:30:00+00:00,96.0,24,2024-01-06,291.65
2024-01-06 12:00:00+00:00,87.6,25,2024-01-06,300.6
2024-01-06 12:30:00+00:00,88.4,26,2024-01-06,289.45
2024-01-06 13:00:00+00:00,94.0,27,2024-01-06,245.0
2024-01-06 13:30:00+00:00,74.1,28,2024-01-06,416.8
2024-01-06 14:00:00+00:00,82.0,29,2024-01-06,375.45
2024-01-06 14:30:00+00:00,76.0,30,2024-01-06,373.95
2024-01-06 15:00:00+00:00,83.0,31,2024-01-06,467.85
2024-01-06 15:30:00+00:00,97.7,32,2024-01-06,418.1
2024-01-06 16:00:00+00:00,82.55,33,2024-01-06,611.55
2024-01-06 16:30:00+00:00,115.0,34,2024-01-06,708.4
2024-01-06 17:00:00+00:00,105.0,35,2024-01-06,633.5
2024-01-06 17:30:00+00:00,104.0,36,2024-01-06,624.45
2024-01-06 18:00:00+00:00,115.0,37,2024-01-06,629.1
2024-01-06 18:30:00+00:00,95.0,38,2024-01-06,590.45
2024-01-06 19:00:00+00:00,102.8,39,2024-01-06,627.75
2024-01-06 19:30:00+00:00,80.2,40,2024-01-06,425.85
2024-01-06 20:00:00+00:00,99.0,41,2024-01-06,514.9
2024-01-06 20:30:00+00:00,82.0,42,2024-01-06,393.6
2024-01-06 21:00:00+00:00,96.9,43,2024-01-06,513.15
2024-01-06 21:30:00+00:00,83.0,44,2024-01-06,473.8
2024-01-06 22:00:00+00:00,95.0,45,2024-01-06,638.5
2024-01-06 22:30:00+00:00,76.0,46,2024-01-06,520.5
2024-01-06 23:00:00+00:00,72.0,47,2024-01-07,465.15
2024-01-06 23:30:00+00:00,84.1,48,2024-01-07,386.35
2024-01-07 00:00:00+00:00,70.5,1,2024-01-07,390.1
2024-01-07 00:30:00+00:00,90.0,2,2024-01-07,365.05
2024-01-07 01:00:00+00:00,87.2,3,2024-01-07,272.7
